"day","maxT","minT","meanT","heat_dd","cool_dd","total_rain_mm","total_snow_cm","total_precip_mm","snow_on_grnd_cm","dir_max_gust_deg","speed_max_gust_kmh","Year","Month"
"25","11.1","-6.7","2.2","15.8","0.0","0.0","0.0","0.0","","","",1921,4
"26","12.2","-2.2","5.0","13.0","0.0","0.0","0.0","0.0","","","",1921,4
"27","11.1","-4.4","3.4","14.6","0.0","0.0","0.0","0.0","","","",1921,4
"28","11.1","-1.1","5.0","13.0","0.0","0.0","0.0","0.0","","","",1921,4
"29","8.9","0.0","4.5","13.5","0.0","10.2","0.0","10.2","","","",1921,4
"30","5.0","0.6","2.8","15.2","0.0","16.0","0.0","16.0","","","",1921,4
"01","13.9","-3.9","5.0","13.0","0.0","LegendTT","0.0","LegendTT","","","",1921,5
"02","16.7","2.2","9.5","8.5","0.0","0.0","0.0","0.0","","","",1921,5
"03","13.3","-2.2","5.6","12.4","0.0","0.0","0.0","0.0","","","",1921,5
"04","12.8","-2.2","5.3","12.7","0.0","0.5","0.0","0.5","","","",1921,5
"05","17.8","-1.1","8.4","9.6","0.0","1.0","0.0","1.0","","","",1921,5
"06","16.7","4.4","10.6","7.4","0.0","0.5","0.0","0.5","","","",1921,5
"07","20.6","2.2","11.4","6.6","0.0","0.0","0.0","0.0","","","",1921,5
"08","18.9","3.3","11.1","6.9","0.0","0.0","5.1","5.1","","","",1921,5
"09","16.7","3.3","10.0","8.0","0.0","0.5","0.0","0.5","","","",1921,5
"10","20.0","2.2","11.1","6.9","0.0","0.0","0.0","0.0","","","",1921,5
"11","15.6","1.1","8.4","9.6","0.0","LegendTT","0.0","LegendTT","","","",1921,5
"12","7.8","-1.1","3.4","14.6","0.0","0.5","0.0","0.5","","","",1921,5
"13","10.0","-1.1","4.5","13.5","0.0","0.5","0.0","0.5","","","",1921,5
"14","12.8","1.1","7.0","11.0","0.0","0.0","0.0","0.0","","","",1921,5
"15","15.6","1.1","8.4","9.6","0.0","0.0","0.0","0.0","","","",1921,5
"16","17.8","0.0","8.9","9.1","0.0","0.0","0.0","0.0","","","",1921,5
"17","21.1","0.0","10.6","7.4","0.0","0.0","0.0","0.0","","","",1921,5
"18","25.6","2.2","13.9","4.1","0.0","0.0","0.0","0.0","","","",1921,5
"19","23.3","5.6","14.5","3.5","0.0","0.0","0.0","0.0","","","",1921,5
"20","23.3","3.3","13.3","4.7","0.0","0.0","0.0","0.0","","","",1921,5
"21","20.0","7.8","13.9","4.1","0.0","0.0","0.0","0.0","","","",1921,5
"22","16.7","7.8","12.3","5.7","0.0","3.3","0.0","3.3","","","",1921,5
"23","22.8","4.4","13.6","4.4","0.0","0.0","0.0","0.0","","","",1921,5
"24","27.8","4.4","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,5
"25","26.7","6.7","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,5
"26","22.2","1.1","11.7","6.3","0.0","5.1","0.0","5.1","","","",1921,5
"27","10.0","-2.2","3.9","14.1","0.0","1.0","0.0","1.0","","","",1921,5
"28","20.0","-3.3","8.4","9.6","0.0","0.0","0.0","0.0","","","",1921,5
"29","17.8","0.0","8.9","9.1","0.0","0.5","0.0","0.5","","","",1921,5
"30","18.9","-1.1","8.9","9.1","0.0","LegendTT","0.0","LegendTT","","","",1921,5
"31","25.6","2.2","13.9","4.1","0.0","0.0","0.0","0.0","","","",1921,5
"01","24.4","5.6","15.0","3.0","0.0","LegendTT","0.0","LegendTT","","","",1921,6
"02","11.1","3.3","7.2","10.8","0.0","5.6","0.0","5.6","","","",1921,6
"03","21.1","5.6","13.4","4.6","0.0","0.3","0.0","0.3","","","",1921,6
"04","25.6","5.6","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,6
"05","25.0","4.4","14.7","3.3","0.0","0.0","0.0","0.0","","","",1921,6
"06","27.8","7.8","17.8","0.2","0.0","0.0","0.0","0.0","","","",1921,6
"07","26.7","8.9","17.8","0.2","0.0","LegendTT","0.0","LegendTT","","","",1921,6
"08","24.4","10.0","17.2","0.8","0.0","0.0","0.0","0.0","","","",1921,6
"09","23.3","5.6","14.5","3.5","0.0","0.0","0.0","0.0","","","",1921,6
"10","23.3","6.7","15.0","3.0","0.0","0.0","0.0","0.0","","","",1921,6
"11","22.2","7.8","15.0","3.0","0.0","0.0","0.0","0.0","","","",1921,6
"12","24.4","3.9","14.2","3.8","0.0","0.0","0.0","0.0","","","",1921,6
"13","26.7","4.4","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,6
"14","24.4","7.8","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,6
"15","21.1","4.4","12.8","5.2","0.0","0.0","0.0","0.0","","","",1921,6
"16","17.8","6.7","12.3","5.7","0.0","0.0","0.0","0.0","","","",1921,6
"17","20.0","6.7","13.4","4.6","0.0","0.5","0.0","0.5","","","",1921,6
"18","21.1","4.4","12.8","5.2","0.0","14.7","0.0","14.7","","","",1921,6
"19","23.9","6.7","15.3","2.7","0.0","0.0","0.0","0.0","","","",1921,6
"20","27.2","7.8","17.5","0.5","0.0","0.0","0.0","0.0","","","",1921,6
"21","28.9","7.2","18.1","0.0","0.1","0.0","0.0","0.0","","","",1921,6
"22","26.7","7.8","17.3","0.7","0.0","LegendTT","0.0","LegendTT","","","",1921,6
"23","26.7","8.9","17.8","0.2","0.0","0.0","0.0","0.0","","","",1921,6
"24","30.0","15.6","22.8","0.0","4.8","LegendTT","0.0","LegendTT","","","",1921,6
"25","27.8","11.7","19.8","0.0","1.8","0.0","0.0","0.0","","","",1921,6
"26","27.8","4.4","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,6
"27","27.8","4.4","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,6
"28","27.8","7.8","17.8","0.2","0.0","0.0","0.0","0.0","","","",1921,6
"29","26.7","8.9","17.8","0.2","0.0","0.5","0.0","0.5","","","",1921,6
"30","27.2","8.9","18.1","0.0","0.1","3.6","0.0","3.6","","","",1921,6
"01","26.7","8.9","17.8","0.2","0.0","3.6","0.0","3.6","","","",1921,7
"02","15.6","7.2","11.4","6.6","0.0","5.3","0.0","5.3","","","",1921,7
"03","20.0","8.9","14.5","3.5","0.0","2.5","0.0","2.5","","","",1921,7
"04","24.4","8.9","16.7","1.3","0.0","2.3","0.0","2.3","","","",1921,7
"05","24.4","7.8","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,7
"06","24.4","7.8","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,7
"07","27.8","6.7","17.3","0.7","0.0","0.0","0.0","0.0","","","",1921,7
"08","31.1","11.1","21.1","0.0","3.1","0.0","0.0","0.0","","","",1921,7
"09","28.9","12.2","20.6","0.0","2.6","0.0","0.0","0.0","","","",1921,7
"10","25.6","5.6","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,7
"11","23.3","8.3","15.8","2.2","0.0","7.1","0.0","7.1","","","",1921,7
"12","20.0","2.2","11.1","6.9","0.0","1.0","0.0","1.0","","","",1921,7
"13","25.6","4.4","15.0","3.0","0.0","LegendTT","0.0","LegendTT","","","",1921,7
"14","27.8","4.4","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,7
"15","31.7","13.3","22.5","0.0","4.5","0.0","0.0","0.0","","","",1921,7
"16","29.4","10.0","19.7","0.0","1.7","9.7","0.0","9.7","","","",1921,7
"17","24.4","7.8","16.1","1.9","0.0","0.0","0.0","0.0","","","",1921,7
"18","28.3","8.9","18.6","0.0","0.6","0.0","0.0","0.0","","","",1921,7
"19","32.2","8.9","20.6","0.0","2.6","0.0","0.0","0.0","","","",1921,7
"20","35.0","10.0","22.5","0.0","4.5","0.0","0.0","0.0","","","",1921,7
"21","33.3","9.4","21.4","0.0","3.4","0.0","0.0","0.0","","","",1921,7
"22","30.0","7.2","18.6","0.0","0.6","0.0","0.0","0.0","","","",1921,7
"23","27.8","8.9","18.4","0.0","0.4","0.0","0.0","0.0","","","",1921,7
"24","28.3","11.1","19.7","0.0","1.7","0.0","0.0","0.0","","","",1921,7
"25","26.7","11.7","19.2","0.0","1.2","10.2","0.0","10.2","","","",1921,7
"26","23.9","12.2","18.1","0.0","0.1","5.6","0.0","5.6","","","",1921,7
"27","27.8","10.0","18.9","0.0","0.9","0.0","0.0","0.0","","","",1921,7
"28","26.1","10.0","18.1","0.0","0.1","2.8","0.0","2.8","","","",1921,7
"29","24.4","5.6","15.0","3.0","0.0","2.5","0.0","2.5","","","",1921,7
"30","26.7","7.8","17.3","0.7","0.0","0.0","0.0","0.0","","","",1921,7
"31","26.1","7.8","17.0","1.0","0.0","0.0","0.0","0.0","","","",1921,7
"01","27.8","8.3","18.1","0.0","0.1","1.5","0.0","1.5","","","",1921,8
"02","32.8","8.9","20.9","0.0","2.9","0.0","0.0","0.0","","","",1921,8
"03","25.6","7.8","16.7","1.3","0.0","3.3","0.0","3.3","","","",1921,8
"04","17.8","6.1","12.0","6.0","0.0","7.4","0.0","7.4","","","",1921,8
"05","20.0","5.0","12.5","5.5","0.0","1.8","0.0","1.8","","","",1921,8
"06","25.0","3.3","14.2","3.8","0.0","0.0","0.0","0.0","","","",1921,8
"07","27.8","5.6","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,8
"08","30.6","8.9","19.8","0.0","1.8","0.0","0.0","0.0","","","",1921,8
"09","27.2","11.1","19.2","0.0","1.2","LegendTT","0.0","LegendTT","","","",1921,8
"10","26.7","8.9","17.8","0.2","0.0","1.3","0.0","1.3","","","",1921,8
"11","17.2","10.0","13.6","4.4","0.0","LegendTT","0.0","LegendTT","","","",1921,8
"12","21.7","8.9","15.3","2.7","0.0","14.7","0.0","14.7","","","",1921,8
"13","24.4","8.9","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,8
"14","28.9","10.0","19.5","0.0","1.5","0.0","0.0","0.0","","","",1921,8
"15","26.1","8.9","17.5","0.5","0.0","0.0","0.0","0.0","","","",1921,8
"16","25.0","11.1","18.1","0.0","0.1","2.0","0.0","2.0","","","",1921,8
"17","25.6","10.0","17.8","0.2","0.0","0.0","0.0","0.0","","","",1921,8
"18","21.1","7.8","14.5","3.5","0.0","6.4","0.0","6.4","","","",1921,8
"19","20.0","6.7","13.4","4.6","0.0","1.5","0.0","1.5","","","",1921,8
"20","27.8","8.9","18.4","0.0","0.4","0.0","0.0","0.0","","","",1921,8
"21","20.0","10.0","15.0","3.0","0.0","1.0","0.0","1.0","","","",1921,8
"22","22.8","3.9","13.4","4.6","0.0","0.0","0.0","0.0","","","",1921,8
"23","30.0","3.3","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,8
"24","27.8","7.8","17.8","0.2","0.0","0.0","0.0","0.0","","","",1921,8
"25","25.6","6.7","16.2","1.8","0.0","0.0","0.0","0.0","","","",1921,8
"26","27.8","2.2","15.0","3.0","0.0","0.0","0.0","0.0","","","",1921,8
"27","27.8","3.3","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,8
"28","27.8","5.6","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,8
"29","28.9","2.2","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,8
"30","29.4","6.7","18.1","0.0","0.1","0.0","0.0","0.0","","","",1921,8
"31","23.3","6.1","14.7","3.3","0.0","0.0","0.0","0.0","","","",1921,8
"01","20.0","5.0","12.5","5.5","0.0","0.0","0.0","0.0","","","",1921,9
"02","21.1","0.0","10.6","7.4","0.0","0.0","0.0","0.0","","","",1921,9
"03","18.9","7.8","13.4","4.6","0.0","0.0","0.0","0.0","","","",1921,9
"04","20.0","3.3","11.7","6.3","0.0","0.0","0.0","0.0","","","",1921,9
"05","25.6","2.8","14.2","3.8","0.0","0.0","0.0","0.0","","","",1921,9
"06","26.7","4.4","15.6","2.4","0.0","0.0","0.0","0.0","","","",1921,9
"07","21.1","5.0","13.1","4.9","0.0","0.0","0.0","0.0","","","",1921,9
"08","18.3","3.3","10.8","7.2","0.0","0.0","11.7","11.7","","","",1921,9
"09","4.4","-2.2","1.1","16.9","0.0","0.0","11.9","11.9","","","",1921,9
"10","5.6","-3.3","1.2","16.8","0.0","0.0","0.0","0.0","","","",1921,9
"11","6.7","-1.1","2.8","15.2","0.0","0.0","0.0","0.0","","","",1921,9
"12","6.7","-1.7","2.5","15.5","0.0","0.0","0.0","0.0","","","",1921,9
"13","8.3","-0.6","3.9","14.1","0.0","0.0","0.0","0.0","","","",1921,9
"14","13.9","-3.3","5.3","12.7","0.0","0.0","0.0","0.0","","","",1921,9
"15","16.1","-6.1","5.0","13.0","0.0","0.0","0.0","0.0","","","",1921,9
"16","18.9","-3.3","7.8","10.2","0.0","0.0","0.0","0.0","","","",1921,9
"17","22.8","1.1","12.0","6.0","0.0","0.0","0.0","0.0","","","",1921,9
"18","23.3","0.0","11.7","6.3","0.0","0.0","0.0","0.0","","","",1921,9
"19","20.0","2.8","11.4","6.6","0.0","0.0","0.0","0.0","","","",1921,9
"20","18.3","1.7","10.0","8.0","0.0","2.0","0.0","2.0","","","",1921,9
"21","15.6","3.3","9.5","8.5","0.0","0.0","0.0","0.0","","","",1921,9
"22","20.6","0.0","10.3","7.7","0.0","0.0","0.0","0.0","","","",1921,9
"23","12.2","0.0","6.1","11.9","0.0","0.0","0.0","0.0","","","",1921,9
"24","21.1","-3.3","8.9","9.1","0.0","0.0","0.0","0.0","","","",1921,9
"25","21.1","-3.3","8.9","9.1","0.0","0.0","0.0","0.0","","","",1921,9
"26","17.2","1.1","9.2","8.8","0.0","0.8","0.0","0.8","","","",1921,9
"27","20.0","2.2","11.1","6.9","0.0","0.0","0.0","0.0","","","",1921,9
"28","15.0","2.2","8.6","9.4","0.0","0.8","0.0","0.8","","","",1921,9
"29","14.4","-3.9","5.3","12.7","0.0","0.0","0.0","0.0","","","",1921,9
"30","14.4","-3.3","5.6","12.4","0.0","0.0","0.0","0.0","","","",1921,9
"01","14.4","-2.2","6.1","11.9","0.0","0.0","0.0","0.0","","","",1921,10
"02","21.1","0.6","10.9","7.1","0.0","0.0","0.0","0.0","","","",1921,10
"03","27.8","1.7","14.8","3.2","0.0","0.0","0.0","0.0","","","",1921,10
"04","21.1","4.4","12.8","5.2","0.0","0.0","0.0","0.0","","","",1921,10
"05","12.2","-1.7","5.3","12.7","0.0","0.0","0.0","0.0","","","",1921,10
"06","11.7","0.0","5.9","12.1","0.0","1.3","0.0","1.3","","","",1921,10
"07","27.2","-1.7","12.8","5.2","0.0","0.0","0.0","0.0","","","",1921,10
"08","23.9","9.4","16.7","1.3","0.0","0.0","0.0","0.0","","","",1921,10
"09","24.4","0.0","12.2","5.8","0.0","0.0","0.0","0.0","","","",1921,10
"10","17.8","5.0","11.4","6.6","0.0","0.0","0.0","0.0","","","",1921,10
"11","23.9","1.7","12.8","5.2","0.0","0.0","0.0","0.0","","","",1921,10
"12","25.6","-0.6","12.5","5.5","0.0","0.0","0.0","0.0","","","",1921,10
"13","20.0","1.1","10.6","7.4","0.0","0.0","0.0","0.0","","","",1921,10
"14","20.6","-0.6","10.0","8.0","0.0","0.0","0.0","0.0","","","",1921,10
"15","17.8","6.1","12.0","6.0","0.0","0.0","0.0","0.0","","","",1921,10
"16","16.7","1.1","8.9","9.1","0.0","0.0","0.0","0.0","","","",1921,10
"17","20.6","-2.8","8.9","9.1","0.0","0.0","0.0","0.0","","","",1921,10
"18","14.4","0.0","7.2","10.8","0.0","0.0","0.0","0.0","","","",1921,10
"19","25.0","-2.8","11.1","6.9","0.0","0.0","0.0","0.0","","","",1921,10
"20","16.7","-1.7","7.5","10.5","0.0","0.0","0.8","0.8","","","",1921,10
"21","11.1","-1.1","5.0","13.0","0.0","0.0","0.0","0.0","","","",1921,10
"22","5.0","-0.6","2.2","15.8","0.0","0.0","0.0","0.0","","","",1921,10
"23","5.6","-1.7","2.0","16.0","0.0","0.0","0.0","0.0","","","",1921,10
"24","10.0","-5.0","2.5","15.5","0.0","0.0","0.0","0.0","","","",1921,10
"25","12.2","-4.4","3.9","14.1","0.0","0.0","0.0","0.0","","","",1921,10
"26","15.0","-6.1","4.5","13.5","0.0","0.0","0.0","0.0","","","",1921,10
"27","12.8","-1.1","5.9","12.1","0.0","0.0","0.0","0.0","","","",1921,10
"28","20.0","-0.6","9.7","8.3","0.0","0.0","0.0","0.0","","","",1921,10
"29","24.4","-3.3","10.6","7.4","0.0","0.0","0.0","0.0","","","",1921,10
"30","14.4","0.0","7.2","10.8","0.0","0.0","0.0","0.0","","","",1921,10
"31","11.1","-3.9","3.6","14.4","0.0","0.0","0.0","0.0","","","",1921,10
"01","11.1","-3.9","3.6","14.4","0.0","0.0","0.0","0.0","","","",1921,11
"02","15.6","-1.7","7.0","11.0","0.0","0.0","0.0","0.0","","","",1921,11
"03","19.4","8.3","13.9","4.1","0.0","0.0","0.0","0.0","","","",1921,11
"04","16.1","-0.6","7.8","10.2","0.0","0.0","0.0","0.0","","","",1921,11
"05","15.6","-1.1","7.3","10.7","0.0","0.0","0.0","0.0","","","",1921,11
"06","2.8","-3.9","-0.6","18.6","0.0","0.0","0.0","0.0","","","",1921,11
"07","-2.8","-11.1","-7.0","25.0","0.0","0.0","13.5","13.5","","","",1921,11
"08","7.2","-17.8","-5.3","23.3","0.0","0.0","0.0","0.0","","","",1921,11
"09","11.7","-6.7","2.5","15.5","0.0","0.0","0.0","0.0","","","",1921,11
"10","9.4","-2.2","3.6","14.4","0.0","0.0","0.0","0.0","","","",1921,11
"11","12.8","-2.2","5.3","12.7","0.0","1.8","0.0","1.8","","","",1921,11
"12","7.8","-1.1","3.4","14.6","0.0","0.0","0.0","0.0","","","",1921,11
"13","4.4","-3.9","0.3","17.7","0.0","0.0","LegendTT","LegendTT","","","",1921,11
"14","0.0","-11.7","-5.9","23.9","0.0","0.0","0.0","0.0","","","",1921,11
"15","-1.7","-9.4","-5.6","23.6","0.0","0.0","7.6","7.6","","","",1921,11
"16","-10.0","-15.6","-12.8","30.8","0.0","0.0","2.5","2.5","","","",1921,11
"17","-11.1","-15.0","-13.1","31.1","0.0","0.0","2.5","2.5","","","",1921,11
"18","-13.3","-26.7","-20.0","38.0","0.0","0.0","0.0","0.0","","","",1921,11
"19","-23.3","-31.7","-27.5","45.5","0.0","0.0","0.0","0.0","","","",1921,11
"20","-17.8","-30.0","-23.9","41.9","0.0","0.0","0.0","0.0","","","",1921,11
"21","-21.1","-32.2","-26.7","44.7","0.0","0.0","0.0","0.0","","","",1921,11
"22","-18.3","-24.4","-21.4","39.4","0.0","0.0","5.1","5.1","","","",1921,11
"23","-21.1","-23.9","-22.5","40.5","0.0","0.0","0.0","0.0","","","",1921,11
"24","-20.0","-23.3","-21.7","39.7","0.0","0.0","0.0","0.0","","","",1921,11
"25","-13.3","-23.9","-18.6","36.6","0.0","0.0","0.0","0.0","","","",1921,11
"26","-5.6","-20.0","-12.8","30.8","0.0","0.0","0.0","0.0","","","",1921,11
"27","8.3","-5.6","1.4","16.6","0.0","0.0","0.0","0.0","","","",1921,11
"28","3.3","-5.6","-1.2","19.2","0.0","0.0","0.0","0.0","","","",1921,11
"29","6.7","-6.1","0.3","17.7","0.0","0.0","0.0","0.0","","","",1921,11
"30","2.2","-7.2","-2.5","20.5","0.0","0.0","0.0","0.0","","","",1921,11
"01","3.3","-13.9","-5.3","23.3","0.0","0.0","0.0","0.0","","","",1921,12
"02","3.9","-7.2","-1.7","19.7","0.0","0.0","0.0","0.0","","","",1921,12
"03","8.9","-11.7","-1.4","19.4","0.0","0.0","0.0","0.0","","","",1921,12
"04","8.9","-1.1","3.9","14.1","0.0","0.0","0.0","0.0","","","",1921,12
"05","7.8","-2.8","2.5","15.5","0.0","0.0","0.0","0.0","","","",1921,12
"06","3.3","-10.6","-3.7","21.7","0.0","0.0","0.0","0.0","","","",1921,12
"07","7.8","-6.7","0.6","17.4","0.0","0.0","0.0","0.0","","","",1921,12
"08","12.2","-6.7","2.8","15.2","0.0","0.0","0.0","0.0","","","",1921,12
"09","8.3","1.7","5.0","13.0","0.0","0.0","0.0","0.0","","","",1921,12
"10","11.7","-2.8","4.5","13.5","0.0","0.0","0.0","0.0","","","",1921,12
"11","10.6","1.1","5.9","12.1","0.0","0.0","0.0","0.0","","","",1921,12
"12","8.9","-1.1","3.9","14.1","0.0","LegendTT","0.0","LegendTT","","","",1921,12
"13","7.8","-1.7","3.1","14.9","0.0","0.0","0.0","0.0","","","",1921,12
"14","-0.6","-11.1","-5.9","23.9","0.0","0.0","0.0","0.0","","","",1921,12
"15","-6.1","-12.8","-9.5","27.5","0.0","0.0","1.3","1.3","","","",1921,12
"16","-2.8","-20.6","-11.7","29.7","0.0","0.0","0.0","0.0","","","",1921,12
"17","-6.1","-13.9","-10.0","28.0","0.0","0.0","0.0","0.0","","","",1921,12
"18","-12.8","-23.3","-18.1","36.1","0.0","0.0","LegendTT","LegendTT","","","",1921,12
"19","-21.7","-33.3","-27.5","45.5","0.0","0.0","0.0","0.0","","","",1921,12
"20","-15.6","-35.0","-25.3","43.3","0.0","0.0","0.0","0.0","","","",1921,12
"21","-5.6","-26.7","-16.2","34.2","0.0","0.0","0.0","0.0","","","",1921,12
"22","-11.7","-18.3","-15.0","33.0","0.0","0.0","LegendTT","LegendTT","","","",1921,12
"23","-11.7","-26.1","-18.9","36.9","0.0","0.0","0.0","0.0","","","",1921,12
"24","-5.0","-23.3","-14.2","32.2","0.0","0.0","0.0","0.0","","","",1921,12
"25","-4.4","-23.9","-14.2","32.2","0.0","0.0","0.0","0.0","","","",1921,12
"26","-4.4","-21.7","-13.1","31.1","0.0","0.0","0.0","0.0","","","",1921,12
"27","5.0","-17.2","-6.1","24.1","0.0","0.0","0.0","0.0","","","",1921,12
"28","4.4","-20.0","-7.8","25.8","0.0","0.0","0.0","0.0","","","",1921,12
"29","6.7","-11.1","-2.2","20.2","0.0","0.0","0.0","0.0","","","",1921,12
"30","0.0","-11.7","-5.9","23.9","0.0","0.0","0.0","0.0","","","",1921,12
"31","-0.6","-16.1","-8.4","26.4","0.0","0.0","0.0","0.0","","","",1921,12
"01","7.8","-12.2","-2.2","20.2","0.0","0.0","0.0","0.0","","","",1922,1
"02","3.3","-9.4","-3.1","21.1","0.0","0.0","0.0","0.0","","","",1922,1
"03","0.0","-12.8","-6.4","24.4","0.0","0.0","0.0","0.0","","","",1922,1
"04","-2.8","-17.8","-10.3","28.3","0.0","0.0","0.0","0.0","","","",1922,1
"05","1.7","-15.6","-7.0","25.0","0.0","0.0","0.0","0.0","","","",1922,1
"06","0.6","-15.0","-7.2","25.2","0.0","0.0","0.0","0.0","","","",1922,1
"07","-2.2","-17.2","-9.7","27.7","0.0","0.0","0.0","0.0","","","",1922,1
"08","11.7","-5.6","3.1","14.9","0.0","0.0","0.0","0.0","","","",1922,1
"09","6.7","-4.4","1.2","16.8","0.0","0.0","2.5","2.5","","","",1922,1
"10","3.3","-12.8","-4.8","22.8","0.0","0.0","0.0","0.0","","","",1922,1
"11","3.3","-11.1","-3.9","21.9","0.0","0.0","0.0","0.0","","","",1922,1
"12","9.4","-3.9","2.8","15.2","0.0","0.0","0.0","0.0","","","",1922,1
"13","10.6","0.0","5.3","12.7","0.0","0.0","0.0","0.0","","","",1922,1
"14","6.7","-6.7","0.0","18.0","0.0","0.0","0.0","0.0","","","",1922,1
"15","6.1","-15.0","-4.5","22.5","0.0","0.0","0.0","0.0","","","",1922,1
"16","-1.7","-15.6","-8.7","26.7","0.0","0.0","1.3","1.3","","","",1922,1
"17","-13.9","-20.0","-17.0","35.0","0.0","0.0","0.0","0.0","","","",1922,1
"18","-10.0","-21.1","-15.6","33.6","0.0","0.0","0.0","0.0","","","",1922,1
"19","-1.7","-10.0","-5.9","23.9","0.0","0.0","0.0","0.0","","","",1922,1
"20","-1.1","-10.0","-5.6","23.6","0.0","0.0","0.0","0.0","","","",1922,1
"21","-3.9","-21.1","-12.5","30.5","0.0","0.0","1.3","1.3","","","",1922,1
"22","-17.8","-23.9","-20.9","38.9","0.0","0.0","2.5","2.5","","","",1922,1
"23","-3.3","-28.9","-16.1","34.1","0.0","0.0","0.0","0.0","","","",1922,1
"24","1.7","-19.4","-8.9","26.9","0.0","0.0","0.0","0.0","","","",1922,1
"25","6.7","-12.2","-2.8","20.8","0.0","0.0","0.0","0.0","","","",1922,1
"26","6.1","-11.1","-2.5","20.5","0.0","0.0","0.0","0.0","","","",1922,1
"27","1.1","-18.3","-8.6","26.6","0.0","0.0","0.8","0.8","","","",1922,1
"28","-11.7","-20.6","-16.2","34.2","0.0","0.0","0.0","0.0","","","",1922,1
"29","-17.8","-23.3","-20.6","38.6","0.0","0.0","0.0","0.0","","","",1922,1
"30","-17.8","-32.2","-25.0","43.0","0.0","0.0","0.0","0.0","","","",1922,1
"31","-12.8","-31.7","-22.3","40.3","0.0","0.0","0.0","0.0","","","",1922,1
"01","-3.3","-21.7","-12.5","30.5","0.0","0.0","0.0","0.0","","","",1922,2
"02","0.0","-15.0","-7.5","25.5","0.0","0.0","0.0","0.0","","","",1922,2
"03","0.0","-12.2","-6.1","24.1","0.0","0.0","0.0","0.0","","","",1922,2
"04","1.7","-7.2","-2.8","20.8","0.0","0.0","0.0","0.0","","","",1922,2
"05","-0.6","-11.1","-5.9","23.9","0.0","0.0","0.0","0.0","","","",1922,2
"06","8.3","-11.1","-1.4","19.4","0.0","0.0","0.0","0.0","","","",1922,2
"07","1.1","-20.6","-9.8","27.8","0.0","0.0","0.0","0.0","","","",1922,2
"08","-16.7","-24.4","-20.6","38.6","0.0","0.0","0.0","0.0","","","",1922,2
"09","-19.4","-23.9","-21.7","39.7","0.0","0.0","0.3","0.3","","","",1922,2
"10","-22.8","-31.1","-27.0","45.0","0.0","0.0","1.0","1.0","","","",1922,2
"11","-23.3","-31.1","-27.2","45.2","0.0","0.0","LegendTT","LegendTT","","","",1922,2
"12","-18.9","-31.1","-25.0","43.0","0.0","0.0","0.0","0.0","","","",1922,2
"13","-8.3","-32.2","-20.3","38.3","0.0","0.0","2.5","2.5","","","",1922,2
"14","-7.8","-23.3","-15.6","33.6","0.0","0.0","0.0","0.0","","","",1922,2
"15","-9.4","-22.8","-16.1","34.1","0.0","0.0","0.0","0.0","","","",1922,2
"16","-4.4","-18.9","-11.7","29.7","0.0","0.0","0.0","0.0","","","",1922,2
"17","-11.7","-20.6","-16.2","34.2","0.0","0.0","0.0","0.0","","","",1922,2
"18","-13.3","-17.8","-15.6","33.6","0.0","0.0","0.0","0.0","","","",1922,2
"19","-5.0","-25.6","-15.3","33.3","0.0","0.0","0.0","0.0","","","",1922,2
"20","-3.9","-16.7","-10.3","28.3","0.0","0.0","0.0","0.0","","","",1922,2
"21","-10.0","-20.6","-15.3","33.3","0.0","0.0","0.0","0.0","","","",1922,2
"22","-16.7","-23.3","-20.0","38.0","0.0","0.0","0.8","0.8","","","",1922,2
"23","-16.1","-28.9","-22.5","40.5","0.0","0.0","0.0","0.0","","","",1922,2
"24","-1.1","-23.3","-12.2","30.2","0.0","0.0","0.0","0.0","","","",1922,2
"25","1.1","-21.1","-10.0","28.0","0.0","0.0","0.0","0.0","","","",1922,2
"26","-3.9","-22.8","-13.4","31.4","0.0","0.0","0.0","0.0","","","",1922,2
"27","-1.1","-26.7","-13.9","31.9","0.0","0.0","0.0","0.0","","","",1922,2
"28","7.2","-20.6","-6.7","24.7","0.0","0.0","0.0","0.0","","","",1922,2
"01","9.4","-14.4","-2.5","20.5","0.0","0.0","0.0","0.0","","","",1922,3
"02","11.1","-1.1","5.0","13.0","0.0","0.0","0.0","0.0","","","",1922,3
"03","7.8","-8.9","-0.6","18.6","0.0","0.0","0.0","0.0","","","",1922,3
"04","5.0","-8.9","-2.0","20.0","0.0","0.0","0.0","0.0","","","",1922,3
